WordnetID	count	Synsets	Definition
n13000668	2536	Agaricus,genus_Agaricus	type genus of Agaricaceae; gill fungi having brown spores and including several edible species
n09835506	9980	ballplayer,baseball_player	an athlete who plays baseball
n01523656	47885	Insessores,order_Insessores,perching_bird,percher	a bird with feet adapted for perching (as on tree branches); this order is now generally abandoned by taxonomists
n09358358	13849	Moon,moon	the natural satellite of the Earth
n09217086	7055	bayou	a swampy arm or slow-moving outlet of a lake (term used mainly in Mississippi and Louisiana)
n13137409	9366	berry	a small fruit having any of various structures, e.g., simple (grape or blueberry) or aggregate (blackberry or raspberry)
n09233715	71355	cape,ness	a strip of land projecting into a body of water
n11664418	4512	ginkgo,gingko,maidenhair_tree,Ginkgo_biloba	deciduous dioecious Chinese tree having fan-shaped leaves and fleshy yellow seeds; exists almost exclusively in cultivation especially as an ornamental street tree
n05853820	90252	tourist_attraction	a characteristic that attracts tourists
n03327234	26625	fence,fencing	a barrier that serves to enclose an area
n03930630	10591	pickup,pickup_truck	a light truck with an open body and low sides and a tailboard
n03673027	5564	liner,ocean_liner	a large commercial ship (especially one that carries passengers on a regular schedule)
n06891022	264039	presentation	the act of making something publicly available; presenting news or other information by broadcasting or printing it
n04536866	5415	violin,fiddle	bowed stringed instrument that is the highest member of the violin family; this instrument has four strings and a hollow body and an unfretted fingerboard and is played with a bow
n15237782	176220	winter,wintertime	the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox
n08665504	229237	town	an urban area with a fixed boundary that is smaller than a city
n02813645	14474	bazaar,bazar	a street of small shops (especially in Orient)
n07456188	32538	contest,competition	an occasion on which a winner is selected from among two or more contestants
n07144834	25485	press_conference,news_conference	a conference at which press and tv reporters ask questions of a politician or other celebrity
n10701180	4366	tennis_player	an athlete who plays tennis
n02131653	4312	bear	massive plantigrade carnivorous or omnivorous mammals with long shaggy coats and strong claws
n07994331	11346	herd	a group of cattle or sheep or other domestic mammals all of the same kind that are herded by humans
n07711080	15613	french_fries,french-fried_potatoes,fries,chips	strips of potato fried in deep fat
n04102406	3771	roller_coaster,big_dipper,chute-the-chute	elevated railway in an amusement park (usually with sharp curves and steep inclines)
n06037666	106717	biology,biological_science	the science that studies living organisms
n08390157	16728	infantry,foot	an army unit consisting of soldiers who fight on foot
n13250048	12261	land	the land on which real estate is located
n04146614	3648	school_bus	a bus used to transport children to or from school
n13246662	211655	estate,land,landed_estate,acres,demesne	extensive landed property (especially in the country) retained by the owner for his own use
n03365592	296928	floor,flooring	the inside lower horizontal surface (as of a room, hallway, tent, or other structure)
n08227214	16221	club,social_club,society,guild,gild,lodge,order	a formal association of people with similar interests
n14871370	9222	flooring	building material used in laying floors
n12281241	4802	birch,birch_tree	any betulaceous tree or shrub of the genus Betula having a thin peeling bark
n12387478	2612	Viola,genus_Viola	large genus of flowering herbs of temperate regions
n09381242	3291	outcrop,outcropping,rock_outcrop	the part of a rock formation that appears above the surface of the surrounding land
n01769347	4761	arachnid,arachnoid	air-breathing arthropods characterized by simple eyes and four pairs of legs
n00310666	37076	tour,circuit	a journey or route all the way around a particular place or area
n07681926	4633	cracker	a thin crisp wafer made of flour and water with or without leavening and shortening; unsweetened or semisweet
n03148324	2572	cupboard,closet	a small room (or recess) or cabinet used for storage space
n03279153	10088	electronic_instrument,electronic_musical_instrument	a musical instrument that generates sounds electronically
n09966255	3000	corporate_executive,business_executive	an executive in a business corporation
n08569998	109346	field	a piece of land cleared of trees and usually enclosed
n07460546	23167	marathon	a footrace of 26 miles 385 yards
n07449316	2665	promenade,prom	a formal ball held for a school class toward the end of the academic year
n12593994	2438	date_palm,Phoenix_dactylifera	tall tropical feather palm tree native to Syria bearing sweet edible fruit
n12411084	2637	Iridaceae,family_Iridaceae,iris_family	large family of usually perennial geophytic herbs with rhizomes or corms or bulbs
n04150668	5580	scrap	a small piece of something that is left over after the rest has been used
n05311054	125418	eye,oculus,optic	the organ of sight
n08403225	7484	mission,missionary_post,missionary_station,foreign_mission	an organization of missionaries in a foreign land sent to carry on religious work
n13385913	9490	currency	the metal or paper medium of exchange that is presently used
n07609840	106083	dessert,sweet,afters	a dish served as the last course of a meal
n10294953	7514	marksman,sharpshooter,crack_shot	someone skilled in shooting
n09475179	16841	watercourse	natural or artificial channel through which water flows
n02480153	2555	great_ape,pongid	any of the large anthropoid apes of the family Pongidae
n02077923	2429	sea_lion	any of several large eared seals of the northern Pacific related to fur seals but lacking their valuable coat
n04226537	13253	skeleton,skeletal_frame,frame,underframe	the internal supporting structure that gives an artifact its shape
n13152742	382878	leaf,leafage,foliage	the main organ of photosynthesis and transpiration in higher plants
n15169248	154840	sunset,sundown	the time in the evening at which the sun begins to fall below the horizon
n08221897	124704	audience	a gathering of spectators or listeners at a (usually public) performance
n10403876	21413	passenger,rider	a traveler riding in a vehicle (a boat or bus or car or plane or train etc) who is not operating it
n00522939	2550	rodeo	an exhibition of cowboy skills
n03845190	3588	oil_tanker,oiler,tanker,tank_ship	a cargo ship designed to carry crude oil in bulk
n05599617	7875	chin,mentum	the protruding part of the lower jaw
n07933274	2397	tea	a beverage made by steeping tea leaves in water
n03100240	35873	convertible	a car that has top that can be folded or removed
n03063073	7440	coffee_cup	a cup from which coffee is drunk
n05064037	384355	shape,form,configuration,contour,conformation	any spatial attributes (especially as defined by outline)
n05902327	5210	blueprint,design,pattern	something intended as a guide for making something else
n00367280	6191	inflation	the act of filling something with air
n02469914	7939	primate	any placental mammal of the order Primates; has good eyesight and flexible hands and feet
n01604968	6158	Accipitriformes,order_Accipitriformes	in some classifications an alternative name for the Falconiformes
n02241426	2440	true_bug	any of various insects of the order Hemiptera and especially of the suborder Heteroptera
n03776050	4251	moat,fosse	ditch dug as a fortification and usually filled with water
n07891726	14223	wine,vino	fermented juice (of grapes especially)
n04223580	4252	sink	plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe
n02686568	147884	aircraft	a vehicle that can fly
n07560193	14383	fast_food	inexpensive food (hamburgers or chicken or milkshakes) prepared and served quickly
n02356798	3306	fox_squirrel,eastern_fox_squirrel,Sciurus_niger	exceptionally large arboreal squirrel of eastern United States
n02403325	4569	bull	uncastrated adult male of domestic cattle
n01574045	3128	New_World_blackbird,blackbird	any bird of the family Icteridae whose male is black or predominantly black
n08412136	5051	kindergarten	a preschool for children age 4 to 6 to prepare them for primary school
n00455599	4924	game	a contest with rules to determine a winner
n14456435	4500	nude	without clothing (especially in the phrase `in the nude')
n03780247	4930	molding,moulding,border	a decorative recessed or relieved surface on an edge
n07886849	23361	beer	a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops
n00528397	7418	stage_dancing,choreography	a show involving artistic dancing
n04516672	15522	utensil	an implement for practical use (especially in a household)
n06261744	42896	multimedia,multimedia_system	transmission that combine media of communication (text and graphics and sound etc.)
n09270894	12620	Earth,earth,world,globe	the 3rd planet from the sun; the planet we live on
n03220513	21886	dome	a hemispherical roof
n10618342	2761	soccer_player	an athlete who plays soccer
n00431893	100575	play,child's_play	activity by children that is guided more by imagination than by fixed rules
n04610013	14256	yacht,racing_yacht	an expensive vessel propelled by sail or power and used for cruising or racing
n03335030	16983	fighter,fighter_aircraft,attack_aircraft	a high-speed military or naval airplane designed to destroy enemy aircraft in the air
n01758308	68320	beak,bill,neb,nib,pecker	horny projecting mouth of a bird
n03467984	7274	gun	a weapon that discharges a missile at high velocity (especially from a metal tube or barrel)
n02699629	3227	altar,communion_table,Lord's_table	the table in Christian churches where communion is given
n10017272	2416	disk_jockey,disc_jockey,dj	a person who announces and plays popular recorded music
n09472413	2638	volcanic_crater,crater	a bowl-shaped geological formation at the top of a volcano
n02858304	115226	boat	a small vessel for travel on water
n05933246	48176	view,aspect,prospect,scene,vista,panorama	the visual percept of a region
n09411430	174791	river	a large natural stream of water (larger than a creek)
n08644722	209192	country,rural_area	an area outside of cities and towns
n12849717	15264	lavender	any of various Old World aromatic shrubs or subshrubs with usually mauve or blue flowers; widely cultivated
n04976188	5917	hair_coloring	coloring of the hair
n02994419	5881	centerpiece,centrepiece	something placed at the center of something else (as on a table)
n00326094	6568	rock_climbing	the sport or pastime of scaling rock masses on mountain sides (especially with the help of ropes and special equipment)
n00841091	17115	graze,grazing	the act of grazing
n04508804	9655	underpass,subway	an underground tunnel or passage enabling pedestrians to cross a road or railway
n04555897	6357	watch,ticker	a small portable timepiece
n09477890	80448	wetland	a low area where the land is saturated with water
n02885663	2594	boxing_ring,prize_ring	a square ring where boxers fight
n02836035	4816	bicycle_wheel	the wheel of a bicycle
n06825399	238122	font,fount,typeface,face,case	a specific size and style of type within a type family
n02931417	47404	cabaret,nightclub,night_club,club,nightspot	a spot that is open late at night and that provides entertainment (as singers or dancers) as well as dancing and food and drink
n11779300	3953	arum,aroid	any plant of the family Araceae; have small flowers massed on a spadix surrounded by a large spathe
n13484644	51520	freeze,freezing	the withdrawal of heat to change something from a liquid to a solid
n02108672	2593	bulldog,English_bulldog	a sturdy thickset short-haired breed with a large head and strong undershot lower jaw; developed originally in England for bull baiting
n02693860	7257	aisle,gangway	passageway between seating areas as in an auditorium or passenger vehicle or between areas of shelves of goods as in stores
n08256567	13522	supper	a social gathering where a light evening meal is served
n01818515	2781	macaw	long-tailed brilliantly colored parrot of Central America and South America; among the largest and showiest of parrots
n00470966	4946	rugby,rugby_football,rugger	a form of football played with an oval ball
n02990373	61421	ceiling	the overhead upper surface of a covered space
n03183080	8909	device	an instrumentality invented for a particular purpose
n03244388	3613	driveway,drive,private_road	a road leading up to a private house
n14915622	36454	frost,hoar,hoarfrost,rime	ice crystals forming a white deposit (especially on objects outside)
n00722479	22563	position	(in team sports) the role assigned to an individual player
n12059314	3518	dendrobium	a plant of the genus Dendrobium having stems like cane and usually showy racemose flowers
n01529672	12581	finch	any of numerous small songbirds with short stout bills adapted for crushing seeds
n07773238	11363	coconut,coconut_meat	the edible white meat of a coconut; often shredded for use in e.g. cakes and curries
n06470073	92318	document,written_document,papers	writing that provides information (especially information of an official nature)
n04440749	38079	tire,tyre	hoop that covers a wheel
n10380672	8920	orator,speechmaker,rhetorician,public_speaker,speechifier	a person who delivers a speech or oration
n02068974	2355	dolphin	any of various small toothed whales with a beaklike snout; larger than porpoises
n00450335	4225	riding,horseback_riding,equitation	the sport of siting on the back of a horse while controlling its movements
n02671421	5916	accessory,appurtenance,supplement,add-on	a supplementary component that improves capability
n02687821	2417	airdock,hangar,repair_shed	a large structure at an airport where aircraft can be stored and maintained
n02704949	34848	amphitheater,amphitheatre,coliseum	an oval large stadium with tiers of seats; an arena in which contests and spectacles are held
n03581125	3862	intersection,crossroad,crossway,crossing,carrefour	a junction where one street or road crosses another
n06851742	3053	trademark	a formally registered symbol identifying the manufacturer or distributor of a product
n02087551	6025	hound,hound_dog	any of several breeds of dog used for hunting typically having large drooping ears
n07583197	12210	soup	liquid food especially of meat or fish or vegetable stock often containing pieces of solid food
n00401783	197587	refreshment,recreation	activity that refreshes and recreates; activity that renews your health and spirits by enjoyment and relaxation
n03051540	229831	clothing,article_of_clothing,vesture,wear,wearable,habiliment	a covering designed to be worn on a person's body
n02946921	2412	can,tin,tin_can	airtight sealed metal container for food or drink or paint etc.
n15104217	8020	wool	fiber sheared from animals (such as sheep) and twisted into yarn for weaving
n07020895	166091	music	an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner
n07449862	5593	fete,feast,fiesta	an elaborate party (often outdoors)
n10036929	32980	drummer	someone who plays a drum
n06124864	263695	interior_design	the branch of architecture dealing with the selection and organization of furnishings for an architectural interior
n09405787	12643	ravine	a deep narrow steep-sided valley (especially one formed by running water)
n04435180	14553	tile	a flat thin rectangular slab (as of fired clay or rubber or linoleum) used to cover surfaces
n02172518	2417	scarab,scarabaeus,Scarabaeus_sacer	scarabaeid beetle considered divine by ancient Egyptians
n09284015	156848	forest,woodland,timberland,timber	land that is covered with trees and shrubs
n08683548	168025	wilderness,wild	a wild and uninhabited area left in its natural condition
n01816887	5395	parrot	usually brightly colored zygodactyl tropical birds with short hooked beaks and the ability to mimic sounds
n15191233	3070	Halloween,Hallowe'en,Allhallows_Eve	the evening before All Saints' Day; often devoted to pranks played by young people
n03748162	33491	mercantile_establishment,retail_store,sales_outlet,outlet	a place of business for retailing goods
n03388043	12073	fountain	a structure from which an artificially produced jet of water arises
n02101108	2368	spaniel	any of several breeds of small to medium-sized gun dogs with a long silky coat and long frilled ears
n02177972	2713	weevil	any of several families of mostly small beetles that feed on plants and plant products; especially snout beetles and seed beetles
n02837789	10419	bikini,two-piece	a woman's very brief bathing suit
n01610955	4852	falcon	diurnal birds of prey having long pointed powerful wings adapted for swift flight
n05217168	121717	human_body,physical_body,material_body,soma,build,figure,physique,anatomy,shape,bod,chassis,frame,form,flesh	alternative names for the body of a human being
n00312932	18145	cruise,sail	an ocean trip taken for pleasure
n00545059	9755	percussion	the act of playing a percussion instrument
n04092609	3035	ring,band	jewelry consisting of a circlet of precious metal (often set with jewels) worn on the finger
n13934596	192231	environment	the totality of surrounding conditions
n03512147	26548	helicopter,chopper,whirlybird,eggbeater	an aircraft without wings that obtains its lift from the rotation of overhead blades
n04904162	7399	aplomb,assuredness,cool,poise,sang-froid	great coolness and composure under strain
n04225987	16252	skateboard	a board with wheels that is ridden in a standing or crouching position and propelled by foot
n02480855	2400	gorilla,Gorilla_gorilla	largest anthropoid ape; terrestrial and vegetarian; of forests of central west Africa
n04587327	2927	windjammer	a large sailing ship
n15250178	3384	birthday	an anniversary of the day on which a person was born (or the celebration of it)
n01772222	11748	spider	predatory arachnid with eight legs, two poison fangs, two feelers, and usually two silk-spinning organs at the back end of the body; they spin silk to make cocoons for eggs or traps for prey
n09433442	214135	shore	the land along the edge of a body of water
n08598301	74820	grassland	land where grass or grasslike vegetation grows and is the dominant form of plant life
n10582746	3131	serviceman,military_man,man,military_personnel	someone who serves in the armed forces; a member of a military force
n03145522	2389	cue,cue_stick,pool_cue,pool_stick	sports implement consisting of a tapering rod used to strike a cue ball in pool or billiards
n04190052	20380	shelf	a support that consists of a horizontal surface for holding objects
n02799071	16879	baseball	a ball used in playing baseball
n00039021	94615	interaction	a mutual or reciprocal action; interacting
n04535524	23222	villa	detached or semidetached suburban house
n02076196	2891	seal	any of numerous marine mammals that come on shore to breed; chiefly of cold regions
n00129317	2673	chop,chopper	a grounder that bounces high in the air
n00294452	11509	dash,sprint	a quick run
n14625458	18276	metallic_element,metal	any of several chemical elements that are usually shiny solids that conduct heat or electricity and can be formed into sheets etc.
n08188235	34065	ensemble	a group of musicians playing or singing together
n05731062	2998	mesh_topology,mesh	the topology of a network whose components are all connected directly to every other component
n03686924	10484	log_cabin	a cabin built with logs
n01791625	4286	chicken,Gallus_gallus	a domestic fowl bred for flesh or eggs; believed to have been developed from the red jungle fowl
n09239740	34318	celestial_body,heavenly_body	natural objects visible in the sky
n02964389	2471	cargo,lading,freight,load,loading,payload,shipment,consignment	goods carried by a large vehicle
n14646152	8831	neon,Ne,atomic_number_10	a colorless odorless gaseous element that give a red glow in a vacuum tube; one of the six inert gasses; occurs in the air in small amounts
n01858441	22666	swan	stately heavy-bodied aquatic bird with very long neck and usually white plumage as adult
n09387222	59596	path,track,course	a line or route along which something travels or moves
n02880546	72493	bowed_stringed_instrument,string	stringed instruments that are played with a bow
n06619065	10321	show	a social event involving a public performance or entertainment
n03098959	3064	control_tower	a tower with an elevated workspace enclosed in glass for the visual observation of aircraft around an airport
n07712382	29757	snack_food	food for light meals or for eating between meals
n12157769	4622	gourd,gourd_vine	any vine of the family Cucurbitaceae that bears fruits with hard rinds
n10126009	3041	general_practitioner,GP	a physician who is not a specialist but treats all illnesses
n14764061	10555	fur,pelt	the dressed hairy coat of a mammal
n04054213	11672	rapid_transit,mass_rapid_transit	an urban public transit system using underground or elevated trains
n04371563	6025	swimsuit,swimwear,bathing_suit,swimming_costume,bathing_costume	tight fitting garment worn for swimming
n02997391	13749	ceramic	an artifact made of hard brittle material produced from nonmetallic minerals by firing at high temperatures
n00530018	8844	modern_dance	a style of theatrical dancing that is not as restricted as classical ballet; movements are expressive of feelings
n03309808	99903	fabric,cloth,material,textile	artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers
n08327816	44567	seminar	any meeting for an exchange of ideas
n02842573	2988	biplane	old fashioned airplane; has two wings one above the other
n03405725	124438	furniture,piece_of_furniture,article_of_furniture	furnishings that make a room or other area ready for occupancy
n07999471	13188	field	all the competitors in a particular contest or sporting event
n04037443	41416	racer,race_car,racing_car	a fast car that competes in races
n09959527	2675	construction_worker,hard_hat	a worker skilled in building offices or dwellings etc.
n02127808	12509	big_cat,cat	any of several large cats typically able to roar and living in the wild
n08619524	91383	prairie	a treeless grassy plain
n03088389	51373	condominium	housing consisting of a complex of dwelling units (as an apartment house) in which each unit is individually owned
n00469651	2620	American_football,American_football_game	a game played by two teams of 11 players on a rectangular field 100 yards long; teams try to get possession of the ball and advance it across the opponents goal line in a series of (running or passing) plays
n02503517	11616	elephant	five-toed pachyderm
n03949442	2599	pit,quarry,stone_pit	a surface excavation for extracting stone or slate
n03236735	79648	dress,frock	a one-piece garment for a woman; has skirt and bodice
n04141712	3199	scaffolding,staging	a system of scaffolds
n03141327	5116	cruise_ship,cruise_liner	a passenger ship used commercially for pleasure cruises
n00007846	645689	person,individual,someone,somebody,mortal,soul	a human being
n00382474	3896	reunion,reunification	the act of coming together again
n04312432	46828	steeple,spire	a tall tower that forms the superstructure of a building (usually a church or temple) and that tapers to a point at the top
n03504723	25174	headquarters,central_office,main_office,home_office,home_base	(usually plural) the office that serves as the administrative center of an enterprise
n03068181	3035	collar,neckband	a band that fits around the neck and is usually folded over
n02840619	49906	binding,book_binding,cover,back	the protective covering on the front, back, and spine of a book
n01661091	33941	reptile,reptilian	any cold-blooded vertebrate of the class Reptilia including tortoises, turtles, snakes, lizards, alligators, crocodiles, and extinct forms
n04434932	3498	tights,leotards	skintight knit hose covering the body from the waist to the feet worn by acrobats and dancers and as stockings by women and girls
n03233905	2390	drawer	a boxlike container in a piece of furniture; made so as to slide in and out
n02993546	7042	center,centre	a building dedicated to a particular activity
n03597469	28893	jewelry,jewellery	an adornment (as a bracelet or ring or necklace) made of precious metals and set with gems (or imitation gems)
n01699831	2350	dinosaur	any of numerous extinct terrestrial reptiles of the Mesozoic era
n09426788	432137	sea	a division of an ocean or a large body of salt water partially enclosed by land
n02268443	9263	dragonfly,darning_needle,devil's_darning_needle,sewing_needle,snake_feeder,snake_doctor,mosquito_hawk,skeeter_hawk	slender-bodied non-stinging insect having iridescent wings that are outspread at rest; adults and nymphs feed on mosquitoes etc.
n00520257	43392	show	the act of publicly exhibiting or entertaining
n05842387	13232	Gothic,Gothic_architecture	a style of architecture developed in northern France that spread throughout Europe between the 12th and 16th centuries; characterized by slender vertical piers and counterbalancing buttresses and by vaulting and pointed arches
n00442981	7358	dive,diving	a headlong plunge into water
n00449517	37927	auto_racing,car_racing	the sport of racing automobiles
n09366940	2644	nebula	an immense cloud of gas (mainly hydrogen) and dust in interstellar space
n02732072	33974	aquarium,fish_tank,marine_museum	a tank or pool or bowl filled with water for keeping live fish and underwater animals
n01773319	3432	Aranea,genus_Aranea,Araneus,genus_Araneus	a genus of orb-weaving spiders including common garden spiders and barn spiders
n06704115	4237	Ph.D.,PhD	a doctorate usually based on at least 3 years graduate study and a dissertation; the highest degree awarded graduate study
n12050533	3195	cattleya	any orchid of the genus Cattleya characterized by a three-lobed lip enclosing the column; among the most popular and most extravagantly beautiful orchids known
n03964744	152836	plaything,toy	an artifact designed to be played with
n03809312	11319	narrowbody_aircraft,narrow-body_aircraft,narrow-body	a commercial airliner with a single aisle
n07649854	61448	meat	the flesh of animals (including fishes and birds and snails) used as food
n02377181	12629	stallion,entire	uncastrated adult male horse
n02430045	7673	deer,cervid	distinguished from Bovidae by the male's having solid deciduous antlers
n02330245	2600	mouse	any of numerous small rodents typically resembling diminutive rats having pointed snouts and small ears on elongated bodies with slender usually hairless tails
n15098161	329275	wood	the hard fibrous lignified substance under the bark of trees
n03079136	67399	compact,compact_car	a small and economical car
n10435988	9911	pitcher,hurler,twirler	(baseball) the person who does the pitching
n03329302	5931	Ferris_wheel	a vertical rotating mechanism consisting of a large wheel with suspended seats that remain upright as the wheel rotates; provides a ride at an amusement park
n07582277	6794	hors_d'oeuvre	a dish served as an appetizer before the main meal
n00021265	578598	food,nutrient	any substance that can be metabolized by an animal to give energy and build tissue
n03110669	5825	cornet,horn,trumpet,trump	a brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves
n14992287	12884	plaster	a mixture of lime or gypsum with sand and water; hardens into a smooth solid; used to cover walls and ceilings
n10683126	3157	swimmer,natator,bather	a person who travels through the water by swimming
n02021438	7194	Charadriiformes,order_Charadriiformes	large diverse order of aquatic birds found along seacoasts and inland waters: shorebirds and coastal diving birds; most feed on anima life
n04583212	4986	wide-angle_lens,fisheye_lens	a camera lens having a wider than normal angle of view (and usually a short focal length); produces an image that is foreshortened in the center and increasingly distorted in the periphery
n03800563	11465	museum	a depository for collecting and displaying objects having scientific or historical or artistic value
n00984609	9039	reconnaissance,reconnaissance_mission	the act of reconnoitring (especially to gain information about an enemy or potential enemy)
n00965404	6878	violence,force	an act of aggression (as one against a person who resists)
n01687441	2694	Agamidae,family_Agamidae	an Old World reptile family of Sauria
n00654885	36192	care,attention,aid,tending	the work of providing treatment for or attending to someone or something
n04556204	2728	watchband,watchstrap,wristband,watch_bracelet,bracelet	a band of cloth or leather or metal links attached to a wristwatch and wrapped around the wrist
n03748886	148562	merchandise,ware,product	commodities offered for sale
n00448640	2554	ice_skating	skating on ice
n00097504	188202	performance,execution,carrying_out,carrying_into_action	the act of performing; of doing something successfully; using knowledge as distinguished from merely possessing it
n02992529	24431	cellular_telephone,cellular_phone,cellphone,cell,mobile_phone	a hand-held mobile radiotelephone for use in an area divided into small sections, each with its own short-range transmitter/receiver
n07927197	3977	soft_drink	nonalcoholic beverage (usually carbonated)
n03186399	50952	diagram	a drawing intended to explain how something works; a drawing showing the relation between the parts
n03494706	4960	harness	stable gear consisting of an arrangement of leather straps fitted to a draft animal so that it can be attached to and pull a cart
n05564590	174881	hand,manus,mitt,paw	the (prehensile) extremity of the superior limb
n06403393	36066	handwriting,hand,script	something written by hand
n02898711	81312	bridge,span	a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.
n11475279	2817	lightning	abrupt electric discharge from cloud to cloud or from cloud to earth accompanied by the emission of light
n08121117	6104	fire_department	the department of local government responsible for preventing and extinguishing fires
n02311060	2566	larva	the immature free-living form of most invertebrates and amphibians and fish which at hatching from the egg is fundamentally unlike its parent and must metamorphose
n01901828	44735	whisker,vibrissa,sensory_hair	a long stiff hair growing from the snout or brow of most mammals as e.g. a cat
n08191230	51388	army,regular_army,ground_forces	a permanent organization of the military land forces of a nation or state
n03579355	7149	interior_decoration,decor	decoration consisting of the layout and furnishings of a livable interior
n07574602	95335	breakfast	the first meal of the day (usually in the morning)
n02723754	72928	antique	any piece of furniture or decorative object or the like produced in a former period and valuable because of its beauty or rarity
n04228054	11032	ski	narrow wood or metal or plastic runners used in pairs for gliding over snow
n08652970	51522	space	an area reserved for some particular purpose
n02774152	10410	bag,handbag,pocketbook,purse	a container used for carrying money and small personal items or accessories (especially by women)
n03770679	4234	minivan	a small box-shaped passenger van; usually has removable seats; used as a family car
n04026417	2830	purse	a small bag for carrying money
n13879320	2621	triangle,trigon,trilateral	a three-sided polygon
n06999233	214892	illustration	artwork that helps make something clear or attractive
n02762044	9509	auto_part,car_part	a component of an automobile
n11875100	3341	Brassica,genus_Brassica	mustards: cabbages; cauliflowers; turnips; etc.
n02380583	8910	mustang	small hardy range horse of the western plains descended from horses brought by the Spanish
n10412055	101094	pedestrian,walker,footer	a person who travels by foot
n03169390	37475	decoration,ornament,ornamentation	something used to beautify
n03361380	10013	flat_panel_display,FPD	a type of video display that is thin and flat; commonly used in laptop computers
n00299933	2406	endurance_riding	riding for long hours over long distances
n00936456	7473	origami	the Japanese art of folding paper into shapes representing objects (e.g., flowers or birds)
n04313503	15336	steering_wheel,wheel	a handwheel that is used for steering
n02489589	3011	New_World_monkey,platyrrhine,platyrrhinian	hairy-faced arboreal monkeys having widely separated nostrils and long usually prehensile tails
n02300018	3086	Bombycidae,family_Bombycidae	Chinese silkworm moth
n03201776	3127	dinner_jacket,tux,tuxedo,black_tie	semiformal evening dress for men
n03478907	17806	hall	a large room for gatherings or entertainment
n04358707	10976	supermarket	a large self-service grocery store selling groceries and dairy products and household goods
n11620673	8703	fir,fir_tree,true_fir	any of various evergreen trees of the genus Abies; chiefly of upland areas
n03455488	17332	gravestone,headstone,tombstone	a stone that is used to mark a grave
n04296562	205507	stage	a large platform on which people can stand and can be seen by an audience
n08646902	210318	landscape	an expanse of scenery that can be seen in a single view
n11449907	27637	electricity	a physical phenomenon associated with stationary or moving electrons and protons
n07450842	76164	ceremony,ceremonial,ceremonial_occasion,observance	a formal event performed on a special occasion
n01317391	15070	pack_animal,sumpter	an animal (such as a mule or burro or horse) used to carry loads
n03427296	4807	gate	a movable barrier in a fence or wall
n01670092	2352	tortoise	usually herbivorous land turtles having clawed elephant-like limbs; worldwide in arid area except Australia and Antarctica
n00471437	79895	ball_game,ballgame	a field game played with a ball (especially baseball)
n04459122	17440	touring_car,phaeton,tourer	large open car seating four with folding top
n04268969	7929	sparkler	a firework that burns slowly and throws out a shower of sparks
n11719286	3955	peony,paeony	any of numerous plants widely cultivated for their showy single or double red or pink or white flowers
n04275363	2868	spider_web,spider's_web	a web spun by spiders to trap insect prey
n03210940	65806	display,presentation	a visual representation of something
n05313535	13321	eyebrow,brow,supercilium	the arch of hair above each eye
n05556943	30448	abdomen,venter,stomach,belly	the region of the body of a vertebrate between the thorax and the pelvis
n09860506	61774	blond,blonde	a person with fair skin and hair
n01030820	5585	ritual	the prescribed procedure for conducting religious ceremonies
n00315390	67780	boating,yachting	water travel for pleasure
n00288970	22621	hike,hiking,tramp	a long walk usually for exercise or pleasure
n04350905	2674	suit,suit_of_clothes	a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color
n02452637	6646	snout,neb	a long projecting or anterior elongation of an animal's head; especially the nose
n04356056	16345	sunglasses,dark_glasses,shades	spectacles that are darkened or polarized to protect the eyes from the glare of the sun
n10205457	11761	infielder	(baseball) a person who plays a position in the infield
n06514529	14275	ancient_history	a history of the ancient world
n03113657	98292	costume	the attire worn in a play or at a fancy dress ball
n05715864	41263	relish,flavor,flavour,sapidity,savor,savour,smack,nip,tang	the taste experience when a savoury condiment is taken into the mouth
n00942234	108991	carving,cutting	removing parts from hard material to create a desired pattern or shape
n13386614	8991	cash,hard_cash,hard_currency	money in the form of bills or coins
n09827683	50783	baby,babe,infant	a very young child (birth to 1 year) who has not yet begun to walk or talk
n04483073	2366	trigger	a device that activates or releases or causes something to happen
n13108841	5604	conifer,coniferous_tree	any gymnospermous tree or shrub bearing cones
n06359193	3036	web_site,website,internet_site,site	a computer connected to the internet that maintains a series of web pages on the World Wide Web
n02918595	96324	bumper	a mechanical device consisting of bars at either end of a vehicle to absorb shock and prevent serious damage
n13089631	8936	spine,thorn,prickle,pricker,sticker,spikelet	a small sharp-pointed tip resembling a spike on a stem or leaf
n03047052	6391	clock_tower	a tower with a large clock visible high up on an outside face
n08585657	371337	horizon,apparent_horizon,visible_horizon,sensible_horizon,skyline	the line at which the sky and Earth appear to meet
n00262249	8086	decoration	the act of decorating something (in the hope of making it more attractive)
n15237044	148431	spring,springtime	the season of growth
n12306717	3715	jasmine	any of several shrubs and vines of the genus Jasminum chiefly native to Asia
n00302394	63055	flight,flying	an instance of traveling by air
n07247925	9872	public_relations,PR	a promotion intended to create goodwill for a person or institution
